,vtuber,music,original,collab,collabVTuber,id,channelId,publishedAt,memo
356,おめがシスターズ,恋のカトレア通り,プリティ→プリンセス,False,,b0nF7oUbsfg,UCNjTjd2-PMC8Oo_-dCEss7A,2019-01-22 19:00:07,
357,おめがシスターズ,ホウキ雲,RYTHEM,False,,9Ppv1wvwHXI,UCNjTjd2-PMC8Oo_-dCEss7A,2019-04-17 19:00:01,
358,おめがシスターズ,透明声彩,YuNi,False,,58al_aq_E2M,UCNjTjd2-PMC8Oo_-dCEss7A,2019-04-20 19:00:02,
359,樋口楓,絶望レストラン,絶望先生,True,月ノ美兎,5DfRzFrmHzQ,UCsg-YqdqQ-KFF0LNk23BY4A,2019-07-11 23:32:34,"久遠千歳,雨森小夜"
360,樋口楓,Summermagic,樋口楓,False,,8_g1VaJ0nSA,UCsg-YqdqQ-KFF0LNk23BY4A,2019-07-03 18:58:45,
361,樋口楓,ReStart Line,樋口楓,False,,ZVC-XZZ6fNA,UCsg-YqdqQ-KFF0LNk23BY4A,2019-06-29 21:57:42,
362,樋口楓,やきもち☆ハートブレイク,樋口楓,False,,GdbaIWU9Rxg,UCsg-YqdqQ-KFF0LNk23BY4A,2019-06-21 18:57:45,
363,樋口楓,偶然天使,極上生徒会,True,月ノ美兎,Mxcklx9tOg4,UCsg-YqdqQ-KFF0LNk23BY4A,2019-06-17 22:00:04,"静凛,える,勇気ちひろ"
364,樋口楓,ロキ,みきとP,True,月ノ美兎,KNi82VggtBo,UCD-miitqNY3nyukJ4Fnf4_A,2019-06-10 20:58:47,
365,樋口楓,ゾンビディスコティーク,デスおはぎ,False,,I2mxW3EqsMc,UCsg-YqdqQ-KFF0LNk23BY4A,2019-06-07 19:58:43,
366,樋口楓,赤い罠(who loves it?),LiSA,False,,r9Oiem71hfM,UCsg-YqdqQ-KFF0LNk23BY4A,2019-05-26 20:58:11,
367,森中花咲,花ハ踊レヤいろはにほ,ハナヤマタ,True,本間ひまわり,Ll6hc14i2dY,UCtpB6Bvhs1Um93ziEDACQ8g,2019-06-02 19:58:16,"樋口楓,闇夜乃モルル,夕陽リリ"
368,樋口楓,Blow out,鈴木このみ,False,,uzAYpvpqvMw,UCsg-YqdqQ-KFF0LNk23BY4A,2019-05-10 19:57:45,
369,樋口楓,鬼KYOKAN,じーざすP,True,ロボ子さん,dWOdLydhO-E,UCsg-YqdqQ-KFF0LNk23BY4A,2019-05-04 19:58:18,
370,樋口楓,Red Star,樋口楓,False,,29j460cy6xY,UCsg-YqdqQ-KFF0LNk23BY4A,2019-04-28 20:58:45,
371,樋口楓,BOYS & GIRLS 3.0,樋口楓,True,キツネDJ,KlgMpBK4-os,UCRULMVtTfuMRRBAzfaqYwdA,2019-03-30 18:13:12,キツネDJ
372,樋口楓,BREAK THIS WALL,樋口楓,True,キツネDJ,UYBUbjeGJdE,UCsg-YqdqQ-KFF0LNk23BY4A,2019-03-30 17:57:48,
373,樋口楓,Harmony!!,樋口楓,False,,8sGdUV18h4w,UCsg-YqdqQ-KFF0LNk23BY4A,2019-03-25 21:57:45,
374,樋口楓,放課後Memory,樋口楓,False,,pGdJHcAAPlc,UCsg-YqdqQ-KFF0LNk23BY4A,2019-03-17 21:57:47,
375,樋口楓,Dream_Triangle,樋口楓,True,月ノ美兎,M9VZ-BczRH0,UCX7YkU9nEeaoZbkVLVajcMg,2019-02-15 21:28:15,静凛
376,樋口楓,響鳴,樋口楓,False,,NcaGIXz6fdI,UCX7YkU9nEeaoZbkVLVajcMg,2019-01-15 19:48:58,
377,樋口楓,月夜ノ空,樋口楓,False,,mgw7dgA4nNE,UCsg-YqdqQ-KFF0LNk23BY4A,2019-01-07 20:58:11,
378,樋口楓,皐月の風,樋口楓,False,,w565CF7KsHA,UCsg-YqdqQ-KFF0LNk23BY4A,2018-12-24 21:58:44,
379,樋口楓,奏でろ音楽！！！,樋口楓,False,,Vs9dX8C9Cn8,UCsg-YqdqQ-KFF0LNk23BY4A,2018-12-10 21:58:34,
380,樋口楓,デロッパ,樋口楓,False,,P9CBFmk5H8Q,UCsg-YqdqQ-KFF0LNk23BY4A,2018-11-26 21:58:16,
381,樋口楓,けろっぐふろっぐ！,樋口楓,True,える,sRpg90RGRJg,UCsg-YqdqQ-KFF0LNk23BY4A,2018-11-11 19:58:20,
382,樋口楓,wish,樋口楓,False,,78JaNSdVOMQ,UCsg-YqdqQ-KFF0LNk23BY4A,2018-11-19 21:58:30,
383,樋口楓,焼森のファンファーレ,樋口楓,False,,ML9x7s7SMBE,UCsg-YqdqQ-KFF0LNk23BY4A,2018-11-04 21:58:27,
384,樋口楓,WINDINGROAD,絢香×コブクロ,True,おめがシスターズ,DxQVcC-yJV0,UCsg-YqdqQ-KFF0LNk23BY4A,2018-10-29 19:00:00,
385,樋口楓,Happy Halloween,Junky,True,ロボ子さん,v6u80eYSLvc,UCsg-YqdqQ-KFF0LNk23BY4A,2018-10-29 00:00:22,
386,樋口楓,Dream_Triangle,樋口楓,True,月ノ美兎,FhF8PEGAF2Y,UCsg-YqdqQ-KFF0LNk23BY4A,2018-09-30 21:30:00,静凛
387,樋口楓,Dress me up!!,樋口楓,True,静凛,yCTsaVg6f3g,UCsg-YqdqQ-KFF0LNk23BY4A,2018-09-17 18:00:10,
388,樋口楓,曇り空のフィルム,樋口楓,False,,PbW6Q1FdQEg,UCsg-YqdqQ-KFF0LNk23BY4A,2018-09-08 08:00:02,
389,樋口楓,月夜ノ空,樋口楓,False,,Zrq5lRWmCVc,UCsg-YqdqQ-KFF0LNk23BY4A,2018-09-01 08:00:02,
390,樋口楓,楓色の向こう,樋口楓,False,,AgOWBMkU24g,UCsg-YqdqQ-KFF0LNk23BY4A,2018-08-10 20:00:14,
391,樋口楓,キミの友達,樋口楓,False,,JG-mcEtEpRY,UCsg-YqdqQ-KFF0LNk23BY4A,2018-07-05 06:30:01,
392,にじさんじプロジェクト,Mr.Music,れるりり&ロンチーノ=ペペ&かごめP,False,,CICsAfQ6ke8,UCX7YkU9nEeaoZbkVLVajcMg,2018-07-05 21:00:01,
393,樋口楓,MapleDancer,樋口楓,False,,OLWqLMbq5QY,UCsg-YqdqQ-KFF0LNk23BY4A,2018-07-14 06:30:02,
394,樋口楓,やきもち☆ハートブレイク,樋口楓,False,,zu1ikUGv4Qc,UCsg-YqdqQ-KFF0LNk23BY4A,2018-06-21 07:30:01,
395,樋口楓,奏でろ音楽！！！,樋口楓,False,,MuFxkZMtv_M,UCsg-YqdqQ-KFF0LNk23BY4A,2018-06-06 07:00:01,
396,樋口楓,奏でろ音楽！！！,樋口楓,False,,rGGGenfukR8,UCsg-YqdqQ-KFF0LNk23BY4A,2018-06-12 18:21:04,
397,樋口楓,Liver's High!!,樋口楓,False,,O-Ndo_JKTAY,UCsg-YqdqQ-KFF0LNk23BY4A,2018-05-12 08:00:00,
398,樋口楓,放課後Melty,樋口楓,False,,W9rkEnT9Q_8,UCsg-YqdqQ-KFF0LNk23BY4A,2018-04-01 08:30:00,
399,樋口楓,Maple,樋口楓,False,,0jseKaZGFzM,UCsg-YqdqQ-KFF0LNk23BY4A,2018-03-28 07:30:01,
400,樋口楓,Harmony!!,樋口楓,False,,_7yLua9O9Us,UCsg-YqdqQ-KFF0LNk23BY4A,2018-03-26 08:00:01,
401,ミソシタ,ミッドナイト・ファイティングブリーフ,ミソシタ,False,,4VeCXCZRmlA,UCctWfjgLUh1yt-Wdz6W4yFQ,2018-03-20 08:26:18,
402,ミソシタ,ヘンリー・ダーガー,ミソシタ,False,,cVzZR5aTvTQ,UCctWfjgLUh1yt-Wdz6W4yFQ,2018-05-05 02:41:29,
403,ミソシタ,地下二階のレジスタンス,ミソシタ,False,,lqqiv6NbXaA,UCctWfjgLUh1yt-Wdz6W4yFQ,2018-08-07 21:59:52,
404,ミソシタ,Life is Dark,ミソシタ,False,,Ev0VnZGg_tc,UCctWfjgLUh1yt-Wdz6W4yFQ,2018-06-05 21:59:33,
405,ミソシタ,我闇ナリ,ミソシタ,False,,TfwMKwpBqkQ,UCctWfjgLUh1yt-Wdz6W4yFQ,2018-07-20 20:00:03,
406,ミソシタ,革命前夜,ミソシタ,False,,keEX8HRlMEA,UCctWfjgLUh1yt-Wdz6W4yFQ,2018-04-05 01:50:32,
407,鈴鹿詩子,脳漿炸裂ガール,れるりり,True,森中花咲,-BZXZvOnRK0,UCwokZsOK_uEre70XayaFnzA,2019-01-27 21:57:45,モイラ
408,鈴鹿詩子,シャルル,バルーン,False,,WGXkz1VGXVM,UCwokZsOK_uEre70XayaFnzA,2018-12-07 22:28:23,
409,鈴鹿詩子,U.S.A.,DA PUMP,False,,i003sNLSvU4,UCwokZsOK_uEre70XayaFnzA,2018-09-12 20:35:27,
410,鈴鹿詩子,恋愛サーキュレーション,千石撫子,False,,FXwlyNlC-20,UCwokZsOK_uEre70XayaFnzA,2018-11-28 02:54:11,
411,鈴鹿詩子,ダンスロボットダンス,ナユタン星人,False,,L4Tz3tER5MA,UCwokZsOK_uEre70XayaFnzA,2018-09-26 22:05:04,
412,鈴鹿詩子,Girls,Easy Pop,False,,osRNtNYZ41c,UCwokZsOK_uEre70XayaFnzA,2018-09-09 00:52:53,
413,鈴鹿詩子,おねがいダーリン,松下,False,,9McF4pK8QDg,UCwokZsOK_uEre70XayaFnzA,2018-05-24 14:47:44,
414,鈴鹿詩子,なんでもないや,RADWIMPS,False,,z8-DH73uCxA,UCwokZsOK_uEre70XayaFnzA,2019-02-25 20:58:44,
415,鈴鹿詩子,乙女解剖,DECO*27,False,,61k1YBAKQ7E,UCwokZsOK_uEre70XayaFnzA,2019-03-22 20:58:16,
416,鈴鹿詩子,Will you marry me?,鈴鹿詩子,False,,0YG6Q39I1k0,UCwokZsOK_uEre70XayaFnzA,2019-06-28 18:57:45,
417,名取さな,惑星ループ,ナユタン星人,False,,AeB6SOvka44,UCIdEIHpS0TdkqRkHL5OkLtA,2019-11-09 19:58:27,
418,アズマリム,ダンスロボットダンス,ナユタン星人,False,,7xYwe4goa80,UCARI2g7r-PHaxrIcAYsMfmA,2018-04-16 23:09:38,
419,アズマリム,ハレ晴レユカイ,涼宮ハルヒの憂鬱,False,,Cmp4RI3JurQ,UCARI2g7r-PHaxrIcAYsMfmA,2018-06-10 19:00:02,
420,アズマリム,ハロ／ハワユ,ナノウ,False,,1GdIPbiaZjc,UCARI2g7r-PHaxrIcAYsMfmA,2018-08-16 20:00:00,
421,アズマリム,アスノヨゾラ哨戒班,Orangestar,False,,K08Gxe4DZiY,UCARI2g7r-PHaxrIcAYsMfmA,2018-08-17 20:00:02,
422,アズマリム,恋愛サーキュレーション,化物語,False,,z1rmXo9YESg,UCARI2g7r-PHaxrIcAYsMfmA,2018-08-19 20:00:05,
423,アズマリム,寝・逃・げでリセット！,柊つかさ,False,,YsXhoMex7uc,UCARI2g7r-PHaxrIcAYsMfmA,2018-08-21 20:11:14,
424,アズマリム,千本桜,WhiteFlame,False,,g0HryARawso,UCARI2g7r-PHaxrIcAYsMfmA,2018-09-21 20:00:05,
425,アズマリム,太陽曰く燃えよカオス,這いよれ！ニャル子さん,False,,1r9WTskgE8M,UCARI2g7r-PHaxrIcAYsMfmA,2018-10-05 20:00:01,
426,アズマリム,おちゃめ機能,ゴジマジP,False,,4o8MNNkNTP8,UCARI2g7r-PHaxrIcAYsMfmA,2018-10-25 19:30:00,
427,アズマリム,人類みなセンパイ！,アズマリム,False,,XtlDHnWgGeM,UCARI2g7r-PHaxrIcAYsMfmA,2018-12-24 20:57:48,
428,ヒメヒナ,劣等上等,れをる,False,,il4cAeVzZwI,UCFv2z4iM5vHrS8bZPq4fHQQ,2018-08-31 20:59:21,
429,ヒメヒナ,"Hey,JOJI",ヒメヒナ,False,,AJmvFgrZF1Q,UCFv2z4iM5vHrS8bZPq4fHQQ,2019-07-09 21:00:13,
430,ヒメヒナ,ヒバリ,ヒメヒナ,False,,O5uyMKs0n3Q,UCFv2z4iM5vHrS8bZPq4fHQQ,2019-07-05 20:58:19,
431,ヒメヒナ,いーあるふぁんくらぶ,みきとP,False,,3h6qU080brA,UCFv2z4iM5vHrS8bZPq4fHQQ,2019-03-18 20:00:10,
432,ヒメヒナ,ヒトガタ,ヒメヒナ,False,,J8PUUv4LFkQ,UCFv2z4iM5vHrS8bZPq4fHQQ,2019-02-20 20:58:45,
433,ヒメヒナ,ロキ,みきとP,False,,mtb-qa8xvFU,UCFv2z4iM5vHrS8bZPq4fHQQ,2018-11-09 20:58:31,
434,ヒメヒナ,ようこそジャパリパークへ,けものフレンズ,False,,He6NNULUom0,UCFv2z4iM5vHrS8bZPq4fHQQ,2018-08-17 19:00:00,
435,ヒメヒナ,ECHO,Crusher-P,False,,H2wdu1ndmmI,UCFv2z4iM5vHrS8bZPq4fHQQ,2018-05-17 22:10:21,
436,戌亥とこ,RE:I AM,Aimer,False,,QzdsaXemBWM,UCXRlIK3Cw_TJIQC5kSJJQMg,2019-04-29 19:28:49,
437,富士葵,なんでもないや,RADWIMPS,False,,2icJhamXyA0,UC3Ruo_5doyu514PesWGvCAg,2017-12-16 15:00:00,
438,富士葵,スパークル,RADWIMPS,False,,2z2qTuiwfrM,UC3Ruo_5doyu514PesWGvCAg,2017-12-23 18:25:07,
439,富士葵,ファイト！,中島みゆき,False,,-7-DiqcyeXw,UC3Ruo_5doyu514PesWGvCAg,2017-12-26 23:43:42,
440,富士葵,前前前世,RADWIMPS,False,,rNcmaeY37rM,UC3Ruo_5doyu514PesWGvCAg,2018-01-03 19:00:06,
441,富士葵,炎のたからもの,BOBBY,False,,lMDs6mHrGVk,UC3Ruo_5doyu514PesWGvCAg,2018-01-19 19:00:03,
442,富士葵,奏,スキマスイッチ,False,,_E6f7gHX0R8,UC3Ruo_5doyu514PesWGvCAg,2018-01-20 19:00:02,
443,富士葵,希望という名の光,山下達郎,False,,a1POL45GTTI,UC3Ruo_5doyu514PesWGvCAg,2018-01-27 19:00:01,
444,富士葵,夢やぶれて,Les Misérables,False,,5nH5mFg9xYA,UC3Ruo_5doyu514PesWGvCAg,2018-02-02 19:00:00,
445,富士葵,Tomorrow,アニー,False,,q9Esydf9EyI,UC3Ruo_5doyu514PesWGvCAg,2018-02-10 19:00:02,
446,富士葵,桜坂,福山雅治,False,,Okb7BGUwHLw,UC3Ruo_5doyu514PesWGvCAg,2018-02-15 19:00:02,
447,富士葵,変わらないもの,時をかける少女,False,,qeGDonntEzI,UC3Ruo_5doyu514PesWGvCAg,2018-02-17 19:00:03,
448,富士葵,SAZANKA,SEKAI NO OWARI,False,,8CNM6H_FKDY,UC3Ruo_5doyu514PesWGvCAg,2018-03-02 19:00:00,
449,富士葵,3月9日,レミオロメン,False,,FbqMJ1UucsY,UC3Ruo_5doyu514PesWGvCAg,2018-03-09 15:00:01,
450,富士葵,赤鬼と青鬼のタンゴ,みんなのうた,False,,3MoW6LUolb8,UC3Ruo_5doyu514PesWGvCAg,2018-03-12 19:00:50,
451,富士葵,フリージア,Uru,False,,sPE9vVOWjUE,UC3Ruo_5doyu514PesWGvCAg,2018-03-18 19:00:23,
452,富士葵,歩いて帰ろう,斉藤和義,False,,Qr1e-XuGuM8,UC3Ruo_5doyu514PesWGvCAg,2018-03-24 19:00:04,
453,富士葵,卒業写真,松任谷由実,False,,XsyobVYi46Q,UC3Ruo_5doyu514PesWGvCAg,2018-03-30 19:15:16,
454,富士葵,春よ、来い,松任谷由実,False,,v-oX-iq3l0c,UC3Ruo_5doyu514PesWGvCAg,2018-04-07 19:00:14,
455,富士葵,Butter-Fly,デジモンアドベンチャー,False,,TtgvPFkWQJo,UC3Ruo_5doyu514PesWGvCAg,2018-04-14 19:00:08,
456,富士葵,旅立ちの日に,合唱,False,,yIOX6MA4B7M,UC3Ruo_5doyu514PesWGvCAg,2018-04-26 19:02:49,
457,富士葵,ありがとう,いきものがかり,False,,ZCF8AiaAd5c,UC3Ruo_5doyu514PesWGvCAg,2018-04-29 19:30:00,
458,富士葵,明日への手紙,手嶌葵,False,,1Nlt9Vy4CuM,UC3Ruo_5doyu514PesWGvCAg,2018-05-11 19:00:00,
459,富士葵,ライオン,マクロスフロンティア,False,,rn54OXCuTZs,UC3Ruo_5doyu514PesWGvCAg,2018-06-08 19:00:05,
460,富士葵,トライエヴリシング,Dream Ami,False,,vkSFyx2vRkA,UC3Ruo_5doyu514PesWGvCAg,2018-06-14 19:17:50,
461,富士葵,NIPPON,椎名林檎,False,,pSVdXYWSHxQ,UC3Ruo_5doyu514PesWGvCAg,2018-06-23 19:00:07,
462,富士葵,Rain,秦基博,False,,qhjULwm8tUs,UC3Ruo_5doyu514PesWGvCAg,2018-06-29 19:00:26,
463,富士葵,夏色,ゆず,False,,RbBo0ERC90Y,UC3Ruo_5doyu514PesWGvCAg,2018-07-14 19:00:03,
464,富士葵,夏祭り,JITTERIN'JINN,False,,H6sAxQi8OM0,UC3Ruo_5doyu514PesWGvCAg,2018-08-10 19:00:06,
465,富士葵,ひこうき雲,松任谷由実,False,,YRMvGOA43Sc,UC3Ruo_5doyu514PesWGvCAg,2018-08-14 20:00:03,
466,富士葵,花ハ踊レヤいろはにほ,ハナヤマタ,False,,szyhyrYg7Cw,UC3Ruo_5doyu514PesWGvCAg,2018-08-17 19:06:52,
467,富士葵,secret base~君がくれたもの~,ZONE,False,,rjYkPF4_g80,UC3Ruo_5doyu514PesWGvCAg,2018-08-24 19:03:01,
468,富士葵,魔法使いと私,ウィキッド,False,,zrFFXpZa23I,UC3Ruo_5doyu514PesWGvCAg,2018-08-31 19:00:12,
469,富士葵,射手座☆午後九時Don't be late,シェリル・ノーム ,False,,tAZlcp4mT-g,UC3Ruo_5doyu514PesWGvCAg,2018-09-04 19:28:49,
470,富士葵,鳥の詩,Lia,False,,_R-khs0_rJU,UC3Ruo_5doyu514PesWGvCAg,2018-09-14 21:00:08,
471,富士葵,you,癒月,False,,caPn1JQ2enY,UC3Ruo_5doyu514PesWGvCAg,2018-09-22 17:00:03,
472,富士葵,JUPITER,平原綾香,False,,WVcny1IhWJ4,UC3Ruo_5doyu514PesWGvCAg,2018-10-03 19:02:48,
473,富士葵,時を刻む詩,Lia,False,,kNzQowN6Z6M,UC3Ruo_5doyu514PesWGvCAg,2018-10-11 20:00:05,
474,富士葵,Precious,伊藤由奈,False,,gfhs3BTWQPM,UC3Ruo_5doyu514PesWGvCAg,2018-10-17 20:00:07,
475,富士葵,ピースサイン,米津玄師,False,,w2FjVnLyL8o,UC3Ruo_5doyu514PesWGvCAg,2018-10-24 20:00:04,
476,富士葵,エイリアンエイリアン,ナユタン星人,False,,PLBi20neHbM,UC3Ruo_5doyu514PesWGvCAg,2018-10-31 20:00:03,
477,富士葵,君の知らない物語,supercell,False,,bsgU_M83lJM,UC3Ruo_5doyu514PesWGvCAg,2018-11-03 16:39:49,
478,富士葵,Flamingo,米津玄師,False,,LpFlorv28_A,UC3Ruo_5doyu514PesWGvCAg,2018-11-09 19:00:01,
479,富士葵,蝶々結び,Aimer,False,,SVqedq-_Y7Y,UC3Ruo_5doyu514PesWGvCAg,2018-11-15 20:00:03,
480,富士葵,月のワルツ,諫山実生,False,,yA8wCtE62fU,UC3Ruo_5doyu514PesWGvCAg,2018-11-24 20:00:06,
481,富士葵,命の灯火,スマッシュブラザーズ,False,,Wjf1366QIrw,UC3Ruo_5doyu514PesWGvCAg,2018-12-07 19:00:03,
482,富士葵,Over The Rainbow,Judy Garland,False,,W8UOTqazeaU,UC3Ruo_5doyu514PesWGvCAg,2018-12-13 18:57:43,
483,富士葵,なんでもないや,RADWIMPS,False,,aDnSbeC_kyw,UC3Ruo_5doyu514PesWGvCAg,2018-12-15 21:39:13,
484,富士葵,月光,鬼束ちひろ,False,,k6B-isLbj18,UC3Ruo_5doyu514PesWGvCAg,2018-12-21 20:00:05,
485,富士葵,日々,吉田山田,False,,r7YC2Ti1keU,UC3Ruo_5doyu514PesWGvCAg,2018-12-29 20:00:11,
486,富士葵,恋愛サーキュレーション,千石撫子,False,,A8g6cuODzxc,UC3Ruo_5doyu514PesWGvCAg,2019-01-05 20:00:00,
487,富士葵,i beg you,Aimer,False,,ezGNv5NT0mY,UC3Ruo_5doyu514PesWGvCAg,2019-01-26 19:57:44,
488,富士葵,雪の華,中島美嘉,False,,9ozaiKTyJ5M,UC3Ruo_5doyu514PesWGvCAg,2019-02-01 20:00:00,
489,富士葵,おとなの掟,カルテット,False,,LraAU_shDKY,UC3Ruo_5doyu514PesWGvCAg,2019-02-23 20:00:02,
490,富士葵,Koi,androp,False,,Mp0T8WoFn7E,UC3Ruo_5doyu514PesWGvCAg,2019-03-01 11:30:00,
491,富士葵,ダダダダ天使,ナナヲアカリ,False,,nHIqE61zYsM,UC3Ruo_5doyu514PesWGvCAg,2019-03-30 20:00:06,
492,富士葵,Departures 〜あなたにおくるアイの歌〜,EGOIST,False,,3HmZ4lWJyMc,UC3Ruo_5doyu514PesWGvCAg,2019-04-12 20:58:18,
493,富士葵,パプリカ,米津玄師,True,奏MiMi,LD41y3tmKLk,UC3Ruo_5doyu514PesWGvCAg,2019-04-13 20:00:07,
494,富士葵,シャルル,バルーン,False,,jMLL9DYdt0A,UC3Ruo_5doyu514PesWGvCAg,2019-04-15 20:30:01,
495,富士葵,命に嫌われている。,カンザキイオリ,False,,SfHYSBxPpuw,UC3Ruo_5doyu514PesWGvCAg,2019-04-26 21:00:07,
496,富士葵,令和,ゴールデンボンバー,False,,JM4xmnh-aWg,UC3Ruo_5doyu514PesWGvCAg,2019-05-01 00:00:07,
497,富士葵,だから僕は音楽を辞めた,ヨルシカ,False,,v1fSB6C_Ps4,UC3Ruo_5doyu514PesWGvCAg,2019-05-18 20:02:56,
498,富士葵,海の幽霊,米津玄師,False,,OhnCBiH8w4A,UC3Ruo_5doyu514PesWGvCAg,2019-06-05 22:20:45,
499,富士葵,ECHO,Crusher-P,False,,QiaGxD5pKaQ,UC3Ruo_5doyu514PesWGvCAg,2019-06-15 23:12:44,
500,富士葵,はじまりの音,富士葵,False,,XZCVNheBGOw,UC3Ruo_5doyu514PesWGvCAg,2018-11-06 19:58:24,
501,富士葵,糸,富士葵,False,,_YbHUSy_x2E,UC_1TMrOC9uXEFJR39Q3tTyw,2019-04-08 00:00:09,
502,虹河ラキ,君の知らない物語,supercell,False,,T39QLAMhruI,UCp77Qho-YHhnklRr-DkjiOw,2018-06-26 17:00:01,
503,虹河ラキ,時計仕掛けの夢,タイムレスキュー,False,,Fn9YxucRNOc,UCp77Qho-YHhnklRr-DkjiOw,2018-08-07 20:20:12,
504,虹河ラキ,Joy to the world,スリー・ドッグ・ナイト,False,,A9Ah8ml6TzU,UCp77Qho-YHhnklRr-DkjiOw,2018-12-25 19:00:00,
505,虹河ラキ,もろびとこぞりて,讃美歌,False,,qnFbT7FOmkw,UCp77Qho-YHhnklRr-DkjiOw,2018-12-25 19:00:06,
506,虹河ラキ,惑星ループ,ナユタン星人,False,,0SU--Oo5imc,UCp77Qho-YHhnklRr-DkjiOw,2019-03-05 17:00:00,
507,神楽めあ,ビースト・ダンス,くらげP,False,,UonWUmb8oV0,UCWCc8tO-uUl_7SJXIKJACMw,2018-09-05 22:00:03,
508,神楽めあ,愛言葉Ⅲ,DECO*27,False,,Wc_P4NLtcBM,UCWCc8tO-uUl_7SJXIKJACMw,2018-10-17 20:00:05,
509,神楽めあ,ヒトリゴト,ClariS,True,千草はな,VjbYpx-Hw-g,UCWCc8tO-uUl_7SJXIKJACMw,2018-12-05 21:58:20,
510,神楽めあ,廃都アトリエスタにて,cosMo,True,卯月コウ,M6esqi1cnEE,UCWCc8tO-uUl_7SJXIKJACMw,2018-12-24 23:57:41,
511,神楽めあ,Flamingo,米津玄師,False,,dbN3cFEaptU,UCWCc8tO-uUl_7SJXIKJACMw,2019-01-23 19:58:44,
512,犬山たまき,バレリーコ,みきとP,True,神楽めあ,r7FFXJFKm5k,UC8NZiqKx6fsDT3AVcMiVFyA,2019-02-12 17:58:41,
513,神楽めあ,クノイチでも恋がしたい,みきとP,True,湊あくあ,yS2rcvR6tFI,UCWCc8tO-uUl_7SJXIKJACMw,2019-04-26 21:00:10,
514,神楽めあ,チカっとチカ千花っ♡,かぐや様は告らせたい,False,,V7cBz928jhU,UCWCc8tO-uUl_7SJXIKJACMw,2019-05-11 21:28:47,
515,響木アオ,lemon,米津玄師,False,,i54nTY_Xgl4,UCNwo7eikmX5HPs7NedWVBgw,2018-06-01 19:00:08,
516,響木アオ,スタートの合図,響木アオ,False,,EuemLv9DNG4,UC1oPBUWifc0QOOY8DEKhLuQ,2018-10-07 00:00:03,
517,響木アオ,virtualinsanity,jamiroquai,False,,je9Kzc-J4WM,UCNwo7eikmX5HPs7NedWVBgw,2018-05-31 19:00:12,
518,響木アオ,打上花火,米津玄師,False,,D11JIOXu_6I,UCNwo7eikmX5HPs7NedWVBgw,2018-06-15 19:00:01,
519,響木アオ,廃墟の国のアリス,まふまふ,False,,GKlOTi-A2xE,UCNwo7eikmX5HPs7NedWVBgw,2018-09-10 19:00:02,
520,響木アオ,ハロ／ハワユ,ナノウ,False,,kYGg1vWMbfA,UCNwo7eikmX5HPs7NedWVBgw,2018-02-15 19:00:01,
521,響木アオ,シャルル,バルーン,False,,pqvKIQMWkOY,UCNwo7eikmX5HPs7NedWVBgw,2019-04-19 19:00:07,
522,響木アオ,私、アイドル宣言,CHiCO with HoneyWorks,False,,gyBMk2sAbrs,UCNwo7eikmX5HPs7NedWVBgw,2018-08-22 19:00:07,
523,響木アオ,チカっとチカ千花っ♡,かぐや様は告らせたい,False,,JklXfqM_yeQ,UCNwo7eikmX5HPs7NedWVBgw,2019-03-11 21:00:05,
524,響木アオ,にんじゃりばんばん,きゃりーぱみゅぱみゅ,False,,08hVIe4MnhU,UCNwo7eikmX5HPs7NedWVBgw,2018-06-28 19:00:00,
525,響木アオ,はじめてのチュウ,あんしんパパ,False,,6e_5_KtJkFw,UCNwo7eikmX5HPs7NedWVBgw,2018-05-23 19:00:03,
526,響木アオ,初めての恋が終わる時,ryo,False,,lHAQRminNmc,UCNwo7eikmX5HPs7NedWVBgw,2018-03-02 19:00:07,
527,響木アオ,lllトゥルティンアンテナlll,レタスP,False,,I0SyWEUFNmQ,UCNwo7eikmX5HPs7NedWVBgw,2018-02-20 18:59:56,
528,響木アオ,乙女解剖,DECO*27,False,,nz0y_L1Y0v0,UCNwo7eikmX5HPs7NedWVBgw,2019-05-19 19:00:10,
529,響木アオ,恋人たちのクリスマス,Mariah Carey,False,,2IhVS4wAtKM,UCNwo7eikmX5HPs7NedWVBgw,2018-12-18 19:00:01,
530,まじかるどーる,未完成ガールズハート,まじかるどーる,True,響木アオ,SiWOSnK4reo,UCzhwXcK9DTiY-VqYjwnjZhQ,2019-01-02 19:00:03,"夏色まつり,皆守ひいろ,ふくやマスター"
531,響木アオ,ヒビキズム,響木アオ,False,,z6j-PVjhxXQ,UC1oPBUWifc0QOOY8DEKhLuQ,2019-05-10 20:00:17,
532,響木アオ,ユメスクリーム,響木アオ,False,,5wSb6I_Btpk,UCNwo7eikmX5HPs7NedWVBgw,2019-06-05 00:00:00,
533,響木アオ,クリスマスソング,back number,False,,7AAJu3UQQ8Q,UCNwo7eikmX5HPs7NedWVBgw,2018-12-21 19:00:01,
534,響木アオ,おちゃめ機能,ゴジマジ,False,,YzRng3mNaQg,UCNwo7eikmX5HPs7NedWVBgw,2019-05-03 19:00:05,
535,響木アオ,future base,キズナアイ,False,,tLCTlXcDUhQ,UCNwo7eikmX5HPs7NedWVBgw,2018-12-30 19:00:07,
536,響木アオ,melt warp,響木アオ,False,,UKM1SGX2Fdc,UC1oPBUWifc0QOOY8DEKhLuQ,2019-04-12 20:00:04,
