,vtuber,music,original,collab,collabVTuber,id,channelId,publishedAt,memo
178,かしこまり,カカカタ☆カタオモイ-C,ヒャダイン,True,YuNi,O1qCN4UEZqU,UCfiK42sBHraMBK6eNWtsy7A,2019-02-01 20:00:34,
179,かしこまり,クリスマスソング,back number,False,,l-RLPc55zb4,UCfiK42sBHraMBK6eNWtsy7A,2018-12-25 09:30:45,
180,かしこまり,ヒロイン,back number,False,,19nG-IhWY6Q,UCfiK42sBHraMBK6eNWtsy7A,2018-12-02 18:58:36,
181,かしこまり,めざせポケモンマスター,ポケットモンスター,False,,f4P9USTBXis,UCfiK42sBHraMBK6eNWtsy7A,2018-11-18 18:58:21,
182,かしこまり,ワールドイズマイン,ryo,False,,jTT9bwuUMfM,UCfiK42sBHraMBK6eNWtsy7A,2018-11-04 19:28:28,
183,かしこまり,若者のすべて,フジファブリック,False,,CbCil5dUAY8,UCfiK42sBHraMBK6eNWtsy7A,2018-10-02 23:37:13,
184,かしこまり,I WANT YOU BACK,TWICE,True,響木アオ,rlLlwMBEoDk,UCfiK42sBHraMBK6eNWtsy7A,2018-09-20 19:01:34,
185,かしこまり,Lemon,米津玄師,False,,VXAMuERH0Gg,UCfiK42sBHraMBK6eNWtsy7A,2018-09-15 23:04:39,
186,かしこまり,夜咄ディセイブ,自然の敵P,True,樋口楓,vcU_AUayrio,UCfiK42sBHraMBK6eNWtsy7A,2018-08-30 19:00:22,
187,かしこまり,打上花火,米津玄師,False,,Rz9aLowL5ck,UCfiK42sBHraMBK6eNWtsy7A,2018-08-24 22:39:29,
188,かしこまり,シュガーソングとビターステップ,UNISON SQUARE GARDEN,False,,GRh8XiHnXpw,UCfiK42sBHraMBK6eNWtsy7A,2018-08-13 21:00:32,
189,かしこまり,HANABI,Mr.Children,False,,_PElpN136WU,UCfiK42sBHraMBK6eNWtsy7A,2018-08-04 22:50:03,
190,かしこまり,いけないボーダーライン,ワルキューレ,True,おめがシスターズ,uB8aRwh8fZY,UCfiK42sBHraMBK6eNWtsy7A,2018-07-27 21:14:06,
191,かしこまり,God Knows...,涼宮ハルヒの憂鬱,False,,JkBg88ot3sU,UCfiK42sBHraMBK6eNWtsy7A,2018-07-23 22:14:20,
192,かしこまり,天体観測,BUMP OF CHICKEN,False,,P7xs61SZytw,UCfiK42sBHraMBK6eNWtsy7A,2018-07-16 02:00:26,
193,かしこまり,タマシイレボリューション,Superfly,False,,Hbvh3A-MEao,UCfiK42sBHraMBK6eNWtsy7A,2018-07-01 19:06:39,
194,かしこまり,ひまわりの約束,秦基博,False,,zChKL_uQv58,UCfiK42sBHraMBK6eNWtsy7A,2018-06-23 21:00:32,
195,かしこまり,コネクト,ClariS,False,,AQCL88Upry4,UCfiK42sBHraMBK6eNWtsy7A,2018-06-17 21:09:32,
196,かしこまり,君の知らない物語,supercell,False,,Xkyy4gSVma8,UCfiK42sBHraMBK6eNWtsy7A,2018-05-17 19:00:05,
197,かしこまり,ギリギリchop,B’z,False,,s9HSfrSsIGI,UCfiK42sBHraMBK6eNWtsy7A,2018-04-20 23:00:12,
198,かしこまり,渡月橋,倉木麻衣,False,,UJORIzfM0sM,UCfiK42sBHraMBK6eNWtsy7A,2018-04-20 20:01:51,
199,かしこまり,そばかす,JUDY AND MARY,False,,h6Ouxk7Pi30,UCfiK42sBHraMBK6eNWtsy7A,2018-04-06 23:26:42,
200,かしこまり,1/3の純情な感情,SIAM SHADE,False,,2fuldLfhZd8,UCfiK42sBHraMBK6eNWtsy7A,2018-03-30 23:07:45,
201,かしこまり,やさしさに包まれたなら,荒井由実,False,,cOtT55-SH4k,UCfiK42sBHraMBK6eNWtsy7A,2018-03-27 21:18:51,
202,かしこまり,YOUTHFUL,99RadioService,False,,hwrQxVIkPMs,UCfiK42sBHraMBK6eNWtsy7A,2018-03-17 00:02:06,
203,かしこまり,星間飛行,ランカ・リー,False,,pkL5Lvu1kWM,UCfiK42sBHraMBK6eNWtsy7A,2018-03-04 22:53:06,
204,かしこまり,カタオモイ,Aimer,False,,GyF85OjYhuQ,UCfiK42sBHraMBK6eNWtsy7A,2018-02-22 19:31:08,
205,かしこまり,サイレントマジョリティー,欅坂46,False,,91wjDz4z5Sw,UCfiK42sBHraMBK6eNWtsy7A,2018-02-17 23:35:00,
206,かしこまり,メルト,ryo,False,,wRmYHK14yyI,UCfiK42sBHraMBK6eNWtsy7A,2018-02-14 16:42:05,
207,花譜,ハミングがきこえる,カヒミカリィ,False,,XeUbgKxopEw,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-07-10 18:00:13,
208,花譜,夜が降り止む前に,花譜,False,,dledRqPTNT8,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-06-28 21:58:18,
209,花譜,bin,猫アレルギー,False,,1kzZtRpoBGY,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-06-12 18:03:17,
210,花譜,過去を喰らう,花譜,False,,tMKrECxEpq8,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-06-05 21:58:48,
211,花譜,白ゆき,ナブナ,False,,w0a-sGEsmBc,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-05-22 18:00:59,
212,花譜,少女レイ,みきとP,False,,UqmEmohjbOE,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-04-25 19:23:57,
213,花譜,アストロノーツ,ぽわぽわP,False,,SbqrpHDEeUA,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-04-08 18:23:43,
214,花譜,シンクロサイクロトロン・スピリチュアライザー。,砂粒,False,,miNyynR8cNY,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-03-29 18:00:25,
215,花譜,雛鳥,花譜,False,,M1RIUrgJqWw,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-03-22 21:57:45,
216,花譜,忘れてしまえ,花譜,False,,2Nj1l-S2FJU,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-01-31 19:57:41,
217,花譜,フラジール,ぬゆり,False,,5NMSH6piKZU,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-01-25 18:00:13,
218,花譜,凍えそうだ,guiano,False,,KM8Jh3D3hgA,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-01-18 18:00:09,
219,花譜,五月雨,崎山蒼志,False,,R1Gph3qEijw,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-01-14 20:03:28,
220,花譜,魔女,花譜,False,,AqwFHfsAlx0,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-01-09 18:30:13,
221,花譜,想像フォレスト,じん,False,,sHlNoBD_rj4,UCQ1U65-CQdIoZ2_NA4Z4F7A,2019-01-04 18:00:07,
222,花譜,打上花火,米津玄師,False,,R0BHfKV9ioI,UCQ1U65-CQdIoZ2_NA4Z4F7A,2018-12-21 18:03:04,
223,花譜,Lemon,米津玄師,False,,SNapiB5_dx0,UCQ1U65-CQdIoZ2_NA4Z4F7A,2018-12-17 18:07:38,
224,花譜,糸,花譜,False,,3Wtx6k2vInU,UCQ1U65-CQdIoZ2_NA4Z4F7A,2018-12-06 20:58:25,
225,花譜,回る空うさぎ,Orangestar,False,,i30TA3V527A,UCQ1U65-CQdIoZ2_NA4Z4F7A,2018-11-26 18:43:42,
226,花譜,死んでしまったのだろうか,GUIANO,False,,3j0znl2cYAs,UCQ1U65-CQdIoZ2_NA4Z4F7A,2018-11-19 18:27:47,
227,花譜,またねがあれば,ちんまりP,False,,6pEDTxHm-Ek,UCQ1U65-CQdIoZ2_NA4Z4F7A,2018-11-12 20:12:45,
228,花譜,さよならミッドナイト,もじゃ,False,,y4sHBySTCzk,UCQ1U65-CQdIoZ2_NA4Z4F7A,2018-11-05 19:02:45,
229,花譜,猛独が襲う,一二三,False,,jpwy7kP8Pps,UCQ1U65-CQdIoZ2_NA4Z4F7A,2018-10-31 21:34:33,
230,道明寺ここあ,Rising Hope,LiSA,False,,4ns7aPLDP70,UCCebk1_w5oiMUTRxdNJq0sA,2018-08-02 11:57:55,
231,道明寺ここあ,unravel,TK from 凛として時雨,False,,cwjjS6MfIkw,UCCebk1_w5oiMUTRxdNJq0sA,2018-08-11 21:51:16,
232,道明寺ここあ,メルト,ryo,False,,yWxuBzb83DY,UCCebk1_w5oiMUTRxdNJq0sA,2018-08-30 19:02:01,
233,道明寺ここあ,シャルル,バルーン,False,,hAYfIIGIMCc,UCCebk1_w5oiMUTRxdNJq0sA,2018-09-03 20:00:10,
234,道明寺ここあ,サンビカ,藍井エイル,False,,GOZAo6xmb5w,UCCebk1_w5oiMUTRxdNJq0sA,2018-09-17 21:01:14,
235,道明寺ここあ,ピースサイン,米津玄師,False,,l5FOt1OAfOc,UCCebk1_w5oiMUTRxdNJq0sA,2018-10-27 19:00:05,
236,道明寺ここあ,Wherever you are,ONE OK ROCK,False,,xSUgfiyQf0M,UCCebk1_w5oiMUTRxdNJq0sA,2018-11-08 20:51:42,
237,道明寺ここあ,Mighty Long Fall,ONE OK ROCK,False,,iWPBZi8RcqI,UCCebk1_w5oiMUTRxdNJq0sA,2018-12-01 19:30:03,
238,道明寺ここあ,おちゃめ機能,ラマーズP,False,,mjwbAgu7CWU,UCCebk1_w5oiMUTRxdNJq0sA,2018-12-05 18:58:15,
239,道明寺ここあ,砂の惑星,ハチ,False,,iqndwWqlfR8,UCCebk1_w5oiMUTRxdNJq0sA,2018-12-12 19:00:05,
240,道明寺ここあ,君の知らない物語,supercell,False,,nlP1OnR8S8k,UCCebk1_w5oiMUTRxdNJq0sA,2018-12-25 19:00:07,
241,道明寺ここあ,命に嫌われている。,カンザキイオリ,False,,9_IKgqsnfco,UCCebk1_w5oiMUTRxdNJq0sA,2018-12-30 20:30:01,
242,道明寺ここあ,愛をこめて花束を,Superfly,False,,yOYEKiiFJCw,UCCebk1_w5oiMUTRxdNJq0sA,2019-01-03 00:25:36,
243,道明寺ここあ,Catch the Moment,LiSA,False,,Z82UOYjwl6M,UCCebk1_w5oiMUTRxdNJq0sA,2019-01-13 19:00:56,
244,道明寺ここあ,ロキ,みきとP,False,,f8exumiQ_ck,UCCebk1_w5oiMUTRxdNJq0sA,2019-01-16 19:12:37,
245,道明寺ここあ,うたかた花火,supercell,False,,j6QMF99JfLo,UCCebk1_w5oiMUTRxdNJq0sA,2019-01-18 19:33:10,
246,道明寺ここあ,完全感覚Dreamer,ONE OK ROCK,False,,l0V9rt9McYM,UCCebk1_w5oiMUTRxdNJq0sA,2019-01-28 21:59:11,
247,道明寺ここあ,No pain No game,ナノ,False,,Hj-Wda9cO8g,UCCebk1_w5oiMUTRxdNJq0sA,2019-02-21 23:33:19,
248,道明寺ここあ,エイリアンエイリアン,ナユタン星人,False,,LKfsadAxu5s,UCCebk1_w5oiMUTRxdNJq0sA,2019-02-27 20:33:52,
249,道明寺ここあ,The Everlasting Guilty Crown,EGOIST,False,,7O7emKO5RpQ,UCCebk1_w5oiMUTRxdNJq0sA,2019-03-03 20:23:11,
250,道明寺ここあ,God Knows...,涼宮ハルヒの憂鬱,False,,Ug1mTGc2Jqs,UCCebk1_w5oiMUTRxdNJq0sA,2019-03-06 22:51:45,
251,道明寺ここあ,打上花火,米津玄師,False,,4zmQFZmP9lA,UCCebk1_w5oiMUTRxdNJq0sA,2019-03-16 22:59:25,
252,道明寺ここあ,太陽系デスコ,ナユタン星人,False,,66LzA1Xes-Y,UCCebk1_w5oiMUTRxdNJq0sA,2019-03-27 19:00:07,
253,道明寺ここあ,REVIVER,MY FIRST STORY,False,,XDRC9VcU1Vo,UCCebk1_w5oiMUTRxdNJq0sA,2019-04-15 19:00:07,
254,道明寺ここあ,前前前世,RADWIMPS,False,,oxjwYtJkxG4,UCCebk1_w5oiMUTRxdNJq0sA,2019-04-20 20:27:16,
255,道明寺ここあ,Let It GO,アナと雪の女王,False,,96YuPyfv3_g,UCCebk1_w5oiMUTRxdNJq0sA,2019-05-12 19:00:03,
256,道明寺ここあ,ゴーストルール,DECO*27,False,,o-KQoHLIujA,UCCebk1_w5oiMUTRxdNJq0sA,2019-05-18 19:00:09,
257,道明寺ここあ,シルエット,KANA-BOON,False,,u6ZMlri70MI,UCCebk1_w5oiMUTRxdNJq0sA,2019-05-21 18:59:57,
258,道明寺ここあ,小さな恋のうた,MONGOL800,False,,ElupIY4oE-k,UCCebk1_w5oiMUTRxdNJq0sA,2019-05-26 19:00:01,
259,道明寺ここあ,Precious,伊藤由奈,False,,7RkCPBGsCiE,UCCebk1_w5oiMUTRxdNJq0sA,2019-06-03 19:00:39,
260,道明寺ここあ,シュガーソングとビターステップ,UNISON SQUARE GARDEN,False,,SuNVu5mA9ow,UCCebk1_w5oiMUTRxdNJq0sA,2019-06-10 19:00:04,
261,道明寺ここあ,Butter-Fly,デジモンアドベンチャー,False,,QTbz9-od4p0,UCCebk1_w5oiMUTRxdNJq0sA,2019-06-15 19:00:04,
262,道明寺ここあ,気まぐれメルシィ,八王子P,False,,QypcPqK_VkQ,UCCebk1_w5oiMUTRxdNJq0sA,2019-06-26 20:00:03,
263,道明寺ここあ,ドーナツホール,ハチ,False,,NMYSAKGAgAs,UCCebk1_w5oiMUTRxdNJq0sA,2019-06-29 20:00:03,
264,道明寺ここあ,ALONES,Aqua Timez,False,,gH_xViEau9Y,UCCebk1_w5oiMUTRxdNJq0sA,2019-07-08 20:00:07,
265,燦鳥ノム,ドラマツルギー,Eve,False,,ZtTQ_pI-cCw,UCwRKt_raV3N5KZgxcFyC1vw,2018-08-22 18:00:04,
266,燦鳥ノム,ウミユリ海底譚,ヨルシカ,False,,cFqtIGicNNw,UCwRKt_raV3N5KZgxcFyC1vw,2018-09-14 18:00:03,
267,燦鳥ノム,雨き声残響,Orangestar,False,,GqiUKkdwpzA,UCwRKt_raV3N5KZgxcFyC1vw,2018-09-21 18:00:01,
268,燦鳥ノム,太陽系デスコ,ナユタン星人,False,,xCZNzf6I2rc,UCwRKt_raV3N5KZgxcFyC1vw,2018-10-05 18:00:13,
269,燦鳥ノム,言って。,ヨルシカ,False,,t7u5raao5Kk,UCwRKt_raV3N5KZgxcFyC1vw,2018-11-05 18:00:12,
270,燦鳥ノム,檄!帝国華撃団,サクラ大戦,True,ときのそら,35fKzdDH654,UCwRKt_raV3N5KZgxcFyC1vw,2018-11-23 18:00:00,富士葵
271,燦鳥ノム,ナンセンス文学,Eve,False,,kPM1HzOdExs,UCwRKt_raV3N5KZgxcFyC1vw,2018-12-05 18:00:11,
272,燦鳥ノム,ECHO,Crusher-P,False,,GiJl73vpWCg,UCwRKt_raV3N5KZgxcFyC1vw,2018-12-21 18:00:02,
273,燦鳥ノム,虎視眈々,梅とら,False,,1KRaitjdFMw,UCwRKt_raV3N5KZgxcFyC1vw,2019-02-06 18:00:00,
274,燦鳥ノム,アディショナルメモリー,じん,False,,RHA0UPfIZnw,UCwRKt_raV3N5KZgxcFyC1vw,2019-02-22 18:00:03,
275,燦鳥ノム,ハレ晴レユカイ,涼宮ハルヒの憂鬱,False,,MHvlvzkC8pc,UCwRKt_raV3N5KZgxcFyC1vw,2019-03-29 18:00:03,
276,燦鳥ノム,ロストワンの号哭,Neru,False,,XA2yIPs3_FQ,UCwRKt_raV3N5KZgxcFyC1vw,2019-04-26 18:49:16,
277,燦鳥ノム,Life is tasty!,燦鳥ノム,False,,If_GLYKh4aY,UCwRKt_raV3N5KZgxcFyC1vw,2019-05-28 17:00:04,
278,燦鳥ノム,ヒッチコック,ヨルシカ,True,アメノセイ,HAp827zEQNE,UCKgndddKiQGIn0-T8jHzndg,2019-01-15 19:00:00,
279,アメノセイ,spirit of candy,アメノセイ,False,,4dWje7Y3jCs,UCKgndddKiQGIn0-T8jHzndg,2019-06-27 20:58:15,ハシダカズマ
280,アメノセイ,7,アメノセイ,False,,rl6nU5mtx7I,UCKgndddKiQGIn0-T8jHzndg,2019-05-29 20:58:17,梅とら
281,アメノセイ,レイン・メイカー [R∧INM∀KER],アメノセイ,False,,OTAD8ai2i_k,UCKgndddKiQGIn0-T8jHzndg,2019-04-29 17:57:44,sasakure.UK
282,アメノセイ,右肩の蝶,のりP,False,,MxAxDKK_kQ8,UCKgndddKiQGIn0-T8jHzndg,2019-04-01 19:00:03,
283,アメノセイ,あいでん×あいどんのう,カルロス袴田（サイゼP）,False,,k_MlonsJw6E,UCKgndddKiQGIn0-T8jHzndg,2019-03-29 18:58:17,
284,アメノセイ,雨声ユニバース。,アメノセイ,False,,yfSbqSpgOGg,UCKgndddKiQGIn0-T8jHzndg,2019-03-09 21:00:11,ハセガワケイスケ
285,アメノセイ,レッツゴー！陰陽師,豪血寺一族,True,バーチャルゴリラ,hKgjkj-cbhA,UCKgndddKiQGIn0-T8jHzndg,2019-03-06 00:27:46,
286,アメノセイ,エクスキューショナー,アメノセイ,False,,iGFfRUdgRqM,UCKgndddKiQGIn0-T8jHzndg,2019-02-28 19:58:16,鬱P
287,アメノセイ,深海少女,ゆうゆ,True,AZKi,6rW_9ldrISM,UCKgndddKiQGIn0-T8jHzndg,2019-02-09 18:00:00,
288,アメノセイ,Raindrop,アメノセイ,False,,aLjyo6ccz2Q,UCKgndddKiQGIn0-T8jHzndg,2019-01-29 18:00:00,banvox
289,アメノセイ,FANTASTIC,アメノセイ,False,,PUI3jXWFlpg,UCKgndddKiQGIn0-T8jHzndg,2018-12-25 18:00:02,YASUHIRO
290,アメノセイ,流星,藍井エイル,False,,h1AAIE-b6hU,UCKgndddKiQGIn0-T8jHzndg,2018-12-18 20:56:49,
291,アメノセイ,おちゃめ機能,ラマーズP,False,,0ji-pBiPn0k,UCKgndddKiQGIn0-T8jHzndg,2018-11-06 18:00:00,
292,アメノセイ,フィクサー,ぬゆり,False,,UROHXwdg18Q,UCKgndddKiQGIn0-T8jHzndg,2018-10-30 18:00:04,
293,アメノセイ,恋愛裁判,40mP,False,,cEox6qNu8_U,UCKgndddKiQGIn0-T8jHzndg,2018-10-12 18:00:03,
294,アメノセイ,心做し,蝶々P,False,,Bd69bh7JJZk,UCKgndddKiQGIn0-T8jHzndg,2018-09-28 18:00:00,
295,アメノセイ,ハイドアンド・シーク,ぴのぴ,False,,4asQeDJ0DHg,UCKgndddKiQGIn0-T8jHzndg,2018-09-07 18:00:01,
296,アメノセイ,シャルル,バルーン,False,,AnLgzPgUet8,UCKgndddKiQGIn0-T8jHzndg,2018-08-17 18:00:00,
297,アメノセイ,砂の惑星,ハチ,False,,QxhrCO3jQK0,UCKgndddKiQGIn0-T8jHzndg,2018-07-27 19:00:06,
298,アメノセイ,Clock,アメノセイ,False,,xle56bEsITQ,UCKgndddKiQGIn0-T8jHzndg,2018-07-14 18:00:04,n-buna
299,夜空メル,愛言葉Ⅲ,DECO*27,False,,jW4q0w6CCIo,UCD8HOxPs4Xvsm8H0ZxXGiBw,2019-06-24 22:58:11,
300,夜空メル,DANZEN!ふたりはプリキュア,ふたりはプリキュア,True,周防パトラ,hTYGZWDiVIA,UCD8HOxPs4Xvsm8H0ZxXGiBw,2019-06-08 21:00:09,
301,夜空メル,さようなら、花泥棒さん,メル,False,,aibvTUNEWqQ,UCD8HOxPs4Xvsm8H0ZxXGiBw,2019-05-04 23:00:17,
302,夜空メル,ビバハピ,あひるP,False,,Mmlj3WUBHbc,UCD8HOxPs4Xvsm8H0ZxXGiBw,2019-04-22 20:58:14,
303,夜空メル,バレンタインキッス,渡り廊下走り隊,True,因幡はねる,R4PEMkDb418,UCD8HOxPs4Xvsm8H0ZxXGiBw,2019-02-14 20:57:43,"癒月ちょこ,東雲めぐ"
304,夜空メル,Over the reality,キズナアイ,False,,qnBf0JcX-1Y,UCD8HOxPs4Xvsm8H0ZxXGiBw,2019-01-27 21:02:28,
305,夜空メル,Snow Song Show,DECO*27,False,,h4QRFdi3ixI,UCD8HOxPs4Xvsm8H0ZxXGiBw,2018-12-25 19:57:41,
306,夜空メル,惑星ループ,ナユタン星人,False,,hUsU9W6wt9k,UCD8HOxPs4Xvsm8H0ZxXGiBw,2018-11-29 21:09:02,
307,夜空メル,きゅんっ！ヴァンパイアガール,ササキトモコ,False,,Oqu0orEZ3rI,UCD8HOxPs4Xvsm8H0ZxXGiBw,2018-10-31 21:00:44,
308,もちひよこ,Lemon,米津玄師,False,,zTLb6nrd4c4,UCZ1WJDkMNiZ_QwHnNrVf7Pw,2019-07-02 19:00:10,
309,もちひよこ,惑星ループ,ナユタン星人,False,,josFB7vj4gg,UCZ1WJDkMNiZ_QwHnNrVf7Pw,2019-06-06 19:00:09,
310,もちひよこ,愛言葉Ⅲ,DECO*27,False,,WezmreVcfZM,UCZ1WJDkMNiZ_QwHnNrVf7Pw,2019-01-05 20:12:20,
311,キズナアイ,透明声彩,YuNi,False,,c8PaL8ncozg,UC4YaOt1yT-ZeyB0OmxHgolA,2019-06-14 17:58:47,
312,キズナアイ,金曜日のおはよう,HoneyWorks,False,,EaRByR8FB_0,UC4YaOt1yT-ZeyB0OmxHgolA,2019-06-07 08:00:00,
313,キズナアイ,パプリカ,米津玄師,False,,Ulj5sT52LNs,UC4YaOt1yT-ZeyB0OmxHgolA,2019-04-05 18:58:19,
314,キズナアイ,惑星ループ,ナユタン星人,False,,vG5BYoAKTLs,UC4YaOt1yT-ZeyB0OmxHgolA,2019-03-15 00:13:41,
315,キズナアイ,ムーニーちゃんのおまじない♪,ムーニーちゃんのおまじない♪,False,,xOemeonboOM,UC4YaOt1yT-ZeyB0OmxHgolA,2019-02-06 19:00:07,
316,キズナアイ,TT,TWICE,False,,j424KpqREHk,UC4YaOt1yT-ZeyB0OmxHgolA,2018-08-01 19:00:06,
317,キズナアイ,Hej Monika,PewDiePie,False,,RvB-kv9q7Pk,UC4YaOt1yT-ZeyB0OmxHgolA,2018-06-05 19:36:13,
318,キズナアイ,スタートライン,アイカツスターズ,False,,rFxm8X6VN4g,UC4YaOt1yT-ZeyB0OmxHgolA,2018-03-30 19:00:11,
319,キズナアイ,ＨＵＧっと！未来☆ドリーマー,ＨＵＧっと！プリキュア,False,,4KstxwVwnJw,UC4YaOt1yT-ZeyB0OmxHgolA,2018-03-04 19:30:01,
320,キズナアイ,ハッピーシンセサイザ,Digital,False,,zZyTTBXwd88,UC4YaOt1yT-ZeyB0OmxHgolA,2018-02-12 20:13:24,
321,キズナアイ,パンダフルチャレンジ,キズナアイ,False,,RxjZScx-8XA,UC4YaOt1yT-ZeyB0OmxHgolA,2017-01-10 22:43:17,
322,キズナアイ,ぽっぴっぽー,ラマーズP,False,,HTsQYfgcN6c,UC4YaOt1yT-ZeyB0OmxHgolA,2018-01-17 19:00:00,
323,キズナアイ,ハロ／ハワユ,ナノウ,False,,QS7Q_zEPzHA,UC4YaOt1yT-ZeyB0OmxHgolA,2018-01-03 19:00:04,
324,キズナアイ,ルカルカ★ナイトフィーバー,Ruka,False,,4UyAr5Bs68g,UC4YaOt1yT-ZeyB0OmxHgolA,2017-10-27 19:00:00,
325,キズナアイ,みくみくにしてあげる,ika,False,,V0fDTHRIHSE,UC4YaOt1yT-ZeyB0OmxHgolA,2017-10-08 19:00:05,
326,キズナアイ,メランコリック,ちほP,False,,_GByIfCSGL4,UC4YaOt1yT-ZeyB0OmxHgolA,2017-09-29 21:07:41,
327,キズナアイ,レトロマニア狂想曲,PolyphonicBranch,False,,LmnIdNLpB5E,UC4YaOt1yT-ZeyB0OmxHgolA,2017-07-19 23:08:22,
328,キズナアイ,ハレ晴レユカイ,涼宮ハルヒの憂鬱,False,,HnQSdlbw3es,UC4YaOt1yT-ZeyB0OmxHgolA,2017-06-02 22:03:53,
329,キズナアイ,サイレントマジョリティー,欅坂46,False,,SZyq9MA0DOo,UC4YaOt1yT-ZeyB0OmxHgolA,2017-05-21 19:13:27,
330,白上フブキ,全美兎シュガーソングとビターステップ,月ノ美兎,False,,pn4dtx62_oY,UCdn5BQ06XqgXoAxIhbqw5Rg,2018-08-03 12:00:21,
331,夏色まつり,カタオモイ,Aimer,False,,TT6gTs2B1Uw,UCQ0UDLQCjY0rmuxCDE38FGg,2019-06-25 20:58:14,
332,夏色まつり,スイートマジック,Junky,True,紫咲シオン,z2pWWKSPofA,UCQ0UDLQCjY0rmuxCDE38FGg,2019-03-13 23:58:43,
333,夏色まつり,お願いダーリン,ナナホシ管弦楽団,False,,kMPx3AHvwtA,UCQ0UDLQCjY0rmuxCDE38FGg,2019-02-13 23:58:45,
334,夏色まつり,好き！雪！本気マジック,Mitchie M,False,,nZ-g1pPNfts,UCQ0UDLQCjY0rmuxCDE38FGg,2018-12-24 23:57:44,
335,夏色まつり,未練レコード,ときのそら,False,,1mOL7Hi46h8,UCQ0UDLQCjY0rmuxCDE38FGg,2018-11-13 00:28:34,
336,猫乃木もち,瞬き,back number,False,,MtOvHD27GSg,UC02LBsjt_Ehe7k0CuiNC6RQ,2019-04-27 14:00:05,
337,猫乃木もち,ラプンツェル,ナブナ,False,,eB90el6Zb_k,UC02LBsjt_Ehe7k0CuiNC6RQ,2019-04-27 20:19:58,
338,メリーミルク,蜜月アン・ドゥ・トロワ,DATEKEN,False,,5idq4XAeYIQ,UCju7v8SkoWUQ5ITCQwmYpYg,2018-05-31 00:35:17,
339,おめがシスターズ,シンクロニティ,BACK-ON,False,,jis7E_mbwPw,UCNjTjd2-PMC8Oo_-dCEss7A,2019-03-06 21:58:15,
340,おめがシスターズ,AURORA,藍井エイル,False,,8q-Ny2a0GPM,UCNjTjd2-PMC8Oo_-dCEss7A,2018-03-14 19:00:01,
341,おめがシスターズ,非公開日誌,みきとP,False,,FkyotXkl-CI,UCNjTjd2-PMC8Oo_-dCEss7A,2018-03-19 19:00:03,
342,おめがシスターズ,からくりピエロ,40mP,False,,owl2ZtgDRHI,UCNjTjd2-PMC8Oo_-dCEss7A,2018-04-03 19:00:14,
343,おめがシスターズ,空色デイズ,中川翔子,False,,-YLyVDOJnFc,UCNjTjd2-PMC8Oo_-dCEss7A,2018-04-05 19:00:00,
344,おめがシスターズ,ツキアカリのミチシルベ,ステレオポニー,False,,SV_ag_cq9Jg,UCNjTjd2-PMC8Oo_-dCEss7A,2018-04-26 19:01:27,
345,おめがシスターズ,ニブンノイチ,BACK-ON,False,,KQPr8Qde22w,UCNjTjd2-PMC8Oo_-dCEss7A,2018-05-18 19:00:02,
346,おめがシスターズ,メリッサ,ポルノグラフィティ,False,,XAt2lODxz_E,UCNjTjd2-PMC8Oo_-dCEss7A,2018-06-08 19:00:08,
347,おめがシスターズ,heavenly blue,Kalafina,False,,IfYODh82hTo,UCNjTjd2-PMC8Oo_-dCEss7A,2018-06-15 19:00:01,
348,おめがシスターズ,AM11:00,HY,False,,abDwOIMcBEw,UCNjTjd2-PMC8Oo_-dCEss7A,2018-06-30 19:00:01,
349,おめがシスターズ,ガーネット,時をかける少女,False,,gXhqIT7XnsI,UCNjTjd2-PMC8Oo_-dCEss7A,2018-07-20 19:00:05,
350,おめがシスターズ,夏色,ゆず,False,,VBpXOOPK6-E,UCNjTjd2-PMC8Oo_-dCEss7A,2018-08-06 19:00:07,
351,おめがシスターズ,マスターピース,mihimaru GT,False,,_AcOHoF68vo,UCNjTjd2-PMC8Oo_-dCEss7A,2018-09-07 19:00:12,
352,おめがシスターズ,独りんぼエンヴィー,電ポルP,False,,s9IvNnu0kqc,UCNjTjd2-PMC8Oo_-dCEss7A,2018-09-23 19:00:12,
353,おめがシスターズ,ゴーストルール,DECO*27,False,,FVfim9jNQVg,UCNjTjd2-PMC8Oo_-dCEss7A,2018-10-22 19:00:00,
354,おめがシスターズ,コネクト,ClariS,False,,sYNL6WlW-e8,UCNjTjd2-PMC8Oo_-dCEss7A,2018-11-12 19:00:07,
355,おめがシスターズ,シュガーソングとビターステップ,UNISON SQUARE GARDEN,False,,pSBk3QVY3cA,UCNjTjd2-PMC8Oo_-dCEss7A,2018-11-29 19:00:07,
